Item,Quantity,Total,Open By,Invoice #,Order #,Date Time,W.S #,Menu Type
Mozzarella Sticks,1,2.25,Cashier,101712,20,08-06-2025 17:23,1,Take Away
Loaded Fries,1,3,Cashier,101712,20,08-06-2025 17:23,1,Take Away
Mixed Fries,1,1.75,Cashier,101712,20,08-06-2025 17:23,1,Take Away
Sautéed Mushrooms,1,0.25,Cashier,101713,21,08-06-2025 17:25,1,Take Away
Water,1,0.55,Cashier,101714,22,08-06-2025 17:28,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,101714,22,08-06-2025 17:28,1,Take Away
Water,1,0.55,Cashier,101715,23,08-06-2025 17:45,1,Take Away
French fries Meal,1,1.25,Cashier,101716,24,08-06-2025 17:52,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101716,24,08-06-2025 17:52,1,Take Away
Water,1,0.55,Cashier,101717,25,08-06-2025 18:05,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101718,26,08-06-2025 18:11,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101718,26,08-06-2025 18:11,1,Take Away
MIAMI CHICKEN 18CM,1,4,Cashier,101719,27,08-06-2025 18:19,1,Take Away
Matrix Cola,1,0.55,Cashier,101719,27,08-06-2025 18:19,1,Take Away
MIAMI CHICKEN 18CM,1,4,Cashier,101719,27,08-06-2025 18:19,1,Take Away
Water,1,0.55,Cashier,101719,27,08-06-2025 18:19,1,Take Away
Steak Salad,1,5.25,Cashier,101719,27,08-06-2025 18:19,1,Take Away
Matrix Cola,1,0.55,Cashier,101719,27,08-06-2025 18:19,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,101719,27,08-06-2025 18:19,1,Take Away
Steak Salad,1,5.25,Cashier,101719,27,08-06-2025 18:19,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101720,28,08-06-2025 18:26,1,Take Away
French fries Meal,1,1.25,Cashier,101720,28,08-06-2025 18:26,1,Take Away
French fries Meal,1,1.25,Cashier,101721,29,08-06-2025 18:27,1,Take Away
Honey Mustard,1,0.25,Cashier,101721,29,08-06-2025 18:27,1,Take Away
Honey Mustard,1,0.25,Cashier,101721,29,08-06-2025 18:27,1,Take Away
CRISPY LAVA 23CM,1,4.75,Cashier,101721,29,08-06-2025 18:27,1,Take Away
Honey Mustard,1,0.25,Cashier,101722,30,08-06-2025 18:28,1,Take Away
Honey Mustard,1,0.25,Cashier,101722,30,08-06-2025 18:28,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101723,31,08-06-2025 18:30,1,Take Away
French fries Meal,1,1.25,Cashier,101723,31,08-06-2025 18:30,1,Take Away
French fries Meal,1,1.25,Cashier,101724,32,08-06-2025 18:35,1,Take Away
Honey Mustard,1,0.25,Cashier,101725,33,08-06-2025 18:36,1,Take Away
Honey Mustard,1,0.25,Cashier,101725,33,08-06-2025 18:36,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101725,33,08-06-2025 18:36,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101726,34,08-06-2025 18:52,1,Take Away
Matrix Cola,1,0.55,Cashier,101726,34,08-06-2025 18:52,1,Take Away
Matrix Cola,1,0.55,Cashier,101727,35,08-06-2025 18:53,1,Take Away
French fries Meal,1,1.25,Cashier,101727,35,08-06-2025 18:53,1,Take Away
MIAMI CHICKEN 23CM,1,4.75,Cashier,101727,35,08-06-2025 18:53,1,Take Away
French fries Meal,1,1.25,Cashier,101728,36,08-06-2025 18:56,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,101728,36,08-06-2025 18:56,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101728,36,08-06-2025 18:56,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101728,36,08-06-2025 18:56,1,Take Away
Water,1,0.55,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Potato Wedges,1,1.5,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Matrix Sprite,1,0.55,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Potato Wedges,1,1.5,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Potato Wedges,1,1.5,Cashier,101729,37,08-06-2025 18:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Matrix Sprite,1,0.55,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Matrix Cola,1,0.55,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Potato Wedges,1,1.5,Cashier,101729,37,08-06-2025 18:58,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,101729,37,08-06-2025 18:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101729,37,08-06-2025 18:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101729,37,08-06-2025 18:58,1,Take Away
Matrix Cola,1,0.55,Cashier,101729,37,08-06-2025 18:58,1,Take Away
CRISPY CREAM 23CM,1,4.75,Cashier,101730,38,08-06-2025 19:00,1,Take Away
French fries Meal,1,1.25,Cashier,101731,39,08-06-2025 19:01,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,101731,39,08-06-2025 19:01,1,Take Away
Steak Salad,1,5.25,Cashier,101732,40,08-06-2025 19:04,1,Take Away
French fries Meal,1,1.25,Cashier,101733,41,08-06-2025 19:05,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,101733,41,08-06-2025 19:05,1,Take Away
French Fries CHIPS,1,1,Cashier,101734,42,08-06-2025 19:10,1,Take Away
French fries Meal,1,1.25,Cashier,101735,43,08-06-2025 19:16,1,Take Away
French fries Meal,1,1.25,Cashier,101735,43,08-06-2025 19:16,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101736,44,08-06-2025 19:18,1,Take Away
Water,1,0.55,Cashier,101737,45,08-06-2025 19:25,1,Take Away
CRISPY CREAM 23CM,1,4.75,Cashier,101738,46,08-06-2025 19:30,1,Take Away
Matrix Sprite,1,0.55,Cashier,101738,46,08-06-2025 19:30,1,Take Away
Matrix Cola,1,0.55,Cashier,101738,46,08-06-2025 19:30,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,101738,46,08-06-2025 19:30,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Manager,101739,47,08-06-2025 20:01,1,Take Away
Curly Fries Meal,1,1.5,Manager,101739,47,08-06-2025 20:01,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,101740,48,08-06-2025 20:10,1,Take Away
Cheeseburger,1,3.5,Manager,101741,49,08-06-2025 20:12,1,Take Away
Cheese Whiz,1,0.25,Manager,101742,50,08-06-2025 20:13,1,Take Away
French fries Meal,1,1.25,Manager,101742,50,08-06-2025 20:13,1,Take Away
French Fries CHIPS,1,1,Manager,101743,51,08-06-2025 20:25,1,Take Away
Water,1,0.55,Manager,101744,52,08-06-2025 20:28,1,Take Away
Water,1,0.55,Manager,101744,52,08-06-2025 20:28,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Manager,101745,53,08-06-2025 20:52,1,Take Away
French fries Meal,1,1.25,Manager,101745,53,08-06-2025 20:52,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Manager,101745,53,08-06-2025 20:52,1,Take Away
CRISPY CREAM 18CM,1,4,Manager,101745,53,08-06-2025 20:52,1,Take Away
French fries Meal,1,1.25,Manager,101745,53,08-06-2025 20:52,1,Take Away
French fries Meal,1,1.25,Manager,101745,53,08-06-2025 20:52,1,Take Away
Water,1,0.55,Manager,101746,54,08-06-2025 21:11,1,Take Away
Water,1,0.55,Manager,101746,54,08-06-2025 21:11,1,Take Away
French Fries CHIPS,1,1,Manager,101747,55,08-06-2025 21:29,1,Take Away
Mixed Fries Platter,1,3,Manager,101748,56,08-06-2025 21:33,1,Take Away
French fries Meal,1,1.25,Manager,101749,57,08-06-2025 21:58,1,Take Away
Curly Fries Meal,1,1.5,Manager,101749,57,08-06-2025 21:58,1,Take Away
Water,1,0.55,Manager,101749,57,08-06-2025 21:58,1,Take Away
Wedges Meal,1,1.5,Manager,101749,57,08-06-2025 21:58,1,Take Away
Water,1,0.55,Manager,101749,57,08-06-2025 21:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,101749,57,08-06-2025 21:58,1,Take Away
Hoagies Burger (150g),1,4.5,Manager,101749,57,08-06-2025 21:58,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101750,58,08-06-2025 21:59,1,Take Away
French fries Meal,1,1.25,Manager,101750,58,08-06-2025 21:59,1,Take Away
French fries Meal,1,1.25,Manager,101751,59,08-06-2025 22:00,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101751,59,08-06-2025 22:00,1,Take Away
Matrix Sprite,1,0.55,Manager,101752,60,08-06-2025 22:09,1,Take Away
Hoagies Burger (150g),1,4.5,Manager,101753,61,08-06-2025 22:31,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Manager,101753,61,08-06-2025 22:31,1,Take Away
French fries Meal,1,1.25,Manager,101753,61,08-06-2025 22:31,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101753,61,08-06-2025 22:29,1,Take Away
Loaded Fries,1,3,Cashier,101754,62,08-06-2025 23:05,1,Take Away
Water,1,0.55,Manager,101755,63,08-06-2025 23:27,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Manager,101756,64,08-06-2025 23:54,1,Take Away
French fries Meal,1,1.25,Manager,101756,64,08-06-2025 23:54,1,Take Away
Water,1,0.55,Cashier,101757,1,09-06-2025 13:10,1,Take Away
Cheeseburger,1,3.5,Cashier,101758,2,09-06-2025 13:47,1,Take Away
French fries Meal,1,1.25,Cashier,101758,2,09-06-2025 13:47,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101758,2,09-06-2025 13:47,1,Take Away
French fries Meal,1,1.25,Cashier,101759,3,09-06-2025 14:23,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101759,3,09-06-2025 14:23,1,Take Away
French fries Meal,1,1.25,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Wedges Meal,1,1.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
French fries Meal,1,1.25,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Wedges Meal,1,1.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101760,4,09-06-2025 14:40,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,101761,5,09-06-2025 14:47,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
French fries Meal,1,1.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
French fries Meal,1,1.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
French fries Meal,1,1.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
French fries Meal,1,1.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101761,5,09-06-2025 14:47,1,Take Away
Mayonnaise,1,0.25,Cashier,101762,6,09-06-2025 14:59,1,Take Away
Mayonnaise,1,0.25,Cashier,101762,6,09-06-2025 14:59,1,Take Away
Mayonnaise,1,0.25,Cashier,101762,6,09-06-2025 14:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101763,7,09-06-2025 15:14,1,Take Away
French fries Meal,1,1.25,Cashier,101763,7,09-06-2025 15:14,1,Take Away
French fries Meal,1,1.25,Cashier,101764,8,09-06-2025 15:16,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,101764,8,09-06-2025 15:16,1,Take Away
Matrix Sprite,1,0.55,Cashier,101764,8,09-06-2025 15:16,1,Take Away
Wedges Meal,1,1.5,Cashier,101765,9,09-06-2025 15:30,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,101765,9,09-06-2025 15:30,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101765,9,09-06-2025 15:30,1,Take Away
Wedges Meal,1,1.5,Cashier,101765,9,09-06-2025 15:30,1,Take Away
Wedges Meal,1,1.5,Cashier,101765,9,09-06-2025 15:30,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101765,9,09-06-2025 15:30,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101765,9,09-06-2025 15:30,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101765,9,09-06-2025 15:30,1,Take Away
Mixed Fries Platter,1,3,Cashier,101766,10,09-06-2025 15:35,1,Take Away
French fries Meal,1,1.25,Cashier,101767,11,09-06-2025 15:37,1,Take Away
French fries Meal,1,1.25,Cashier,101767,11,09-06-2025 15:37,1,Take Away
CRISPY LAVA 23CM,1,4.75,Cashier,101767,11,09-06-2025 15:37,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,101767,11,09-06-2025 15:37,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101768,12,09-06-2025 16:01,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101768,12,09-06-2025 16:01,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101768,12,09-06-2025 16:01,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101768,12,09-06-2025 16:01,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101769,13,09-06-2025 16:05,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101769,13,09-06-2025 16:05,1,Take Away
Matrix Cola,1,0.55,Cashier,101770,14,09-06-2025 16:06,1,Take Away
Chicken Strips,1,2.5,Cashier,101770,14,09-06-2025 16:06,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,101771,15,09-06-2025 16:07,1,Take Away
Matrix Cola,1,0.55,Cashier,101772,16,09-06-2025 16:09,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,101772,16,09-06-2025 16:09,1,Take Away
Mixed Fries Platter,1,3,Cashier,101772,16,09-06-2025 16:09,1,Take Away
Water,1,0.55,Cashier,101772,16,09-06-2025 16:09,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101773,17,09-06-2025 16:10,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101773,17,09-06-2025 16:10,1,Take Away
Matrix Cola,1,0.55,Cashier,101773,17,09-06-2025 16:10,1,Take Away
Matrix Cola,1,0.55,Cashier,101774,18,09-06-2025 16:13,1,Take Away
French fries Meal,1,1.25,Cashier,101775,19,09-06-2025 16:15,1,Take Away
SHAWERMA STEAK 23CM,1,5.25,Cashier,101775,19,09-06-2025 16:15,1,Take Away
SHAWERMA STEAK 23CM,1,5.25,Cashier,101775,19,09-06-2025 16:15,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,101776,20,09-06-2025 16:22,1,Take Away
Curly Fries,1,1.5,Cashier,101776,20,09-06-2025 16:22,1,Take Away
Water,1,0.55,Cashier,101776,20,09-06-2025 16:22,1,Take Away
Matrix Cola,1,0.55,Cashier,101776,20,09-06-2025 16:22,1,Take Away
CHICKEN PHILLY 18CM,1,4,Cashier,101777,21,09-06-2025 16:26,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101777,21,09-06-2025 16:26,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101777,21,09-06-2025 16:26,1,Take Away
Relish,1,0.25,Cashier,101778,22,09-06-2025 16:59,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101779,23,09-06-2025 17:09,1,Take Away
Wedges Meal,1,1.5,Cashier,101779,23,09-06-2025 17:09,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101779,23,09-06-2025 17:09,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,101779,23,09-06-2025 17:09,1,Take Away
French fries Meal,1,1.25,Cashier,101780,24,09-06-2025 17:13,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,101780,24,09-06-2025 17:13,1,Take Away
French fries Meal,1,1.25,Cashier,101780,24,09-06-2025 17:13,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,101780,24,09-06-2025 17:13,1,Take Away
BARBECU CHEESESTEAK 18CM,1,4.5,Cashier,101781,25,09-06-2025 17:14,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,101781,25,09-06-2025 17:14,1,Take Away
Matrix Cola,1,0.55,Cashier,101781,25,09-06-2025 17:14,1,Take Away
Steak Salad,1,5.25,Cashier,101782,26,09-06-2025 17:15,1,Take Away
Water,1,0.55,Cashier,101783,27,09-06-2025 17:36,1,Take Away
Water,1,0.55,Cashier,101783,27,09-06-2025 17:36,1,Take Away
CRISPY CREAM 23CM,1,4.75,Cashier,101784,28,09-06-2025 17:39,1,Take Away
French fries Meal,1,1.25,Cashier,101784,28,09-06-2025 17:39,1,Take Away
Matrix Cola,1,0.55,Cashier,101785,29,09-06-2025 18:24,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,101785,29,09-06-2025 18:24,1,Take Away
Matrix Cola,1,0.55,Cashier,101785,29,09-06-2025 18:24,1,Take Away
Matrix Cola,1,0.55,Cashier,101785,29,09-06-2025 18:24,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,101786,30,09-06-2025 18:41,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101787,31,09-06-2025 18:43,1,Take Away
Mac & Cheese,1,3,Cashier,101788,32,09-06-2025 19:29,1,Take Away
Matrix Fanta,1,0.55,Cashier,101788,32,09-06-2025 19:29,1,Take Away
Loaded Fries,1,3,Cashier,101788,32,09-06-2025 19:29,1,Take Away
Water,1,0.55,Cashier,101788,32,09-06-2025 19:29,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101789,33,09-06-2025 19:42,1,Take Away
French fries Meal,1,1.25,Cashier,101789,33,09-06-2025 19:42,1,Take Away
French fries Meal,1,1.25,Cashier,101790,34,09-06-2025 19:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101790,34,09-06-2025 19:59,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101790,34,09-06-2025 19:59,1,Take Away
Matrix Cola,1,0.55,Cashier,101791,35,09-06-2025 20:11,1,Take Away
Matrix Cola,1,0.55,Cashier,101791,35,09-06-2025 20:11,1,Take Away
Matrix Cola,1,0.55,Cashier,101791,35,09-06-2025 20:11,1,Take Away
Matrix Cola,1,0.55,Cashier,101791,35,09-06-2025 20:11,1,Take Away
Matrix Cola,1,0.55,Cashier,101791,35,09-06-2025 20:11,1,Take Away
Cheeseburger,1,3.5,Cashier,101792,36,09-06-2025 20:12,1,Take Away
French fries Meal,1,1.25,Manager,101793,1,09-06-2025 20:33,1,Table
French fries Meal,1,1.25,Manager,101793,1,09-06-2025 20:33,1,Table
Curly Fries Meal,1,1.5,Manager,101793,1,09-06-2025 20:33,1,Table
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,101793,1,09-06-2025 20:33,1,Table
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101793,1,09-06-2025 20:33,1,Table
Hoagies Burger (150g),1,4.5,Manager,101793,1,09-06-2025 20:33,1,Table
Magic Mushroom (150g),1,4.5,Manager,101794,37,09-06-2025 21:15,1,Take Away
French fries Meal,1,1.25,Manager,101794,37,09-06-2025 21:15,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Manager,101794,37,09-06-2025 21:15,1,Take Away
Cheeseburger,1,3.5,Manager,101794,37,09-06-2025 21:15,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Manager,101795,38,09-06-2025 21:28,1,Take Away
Matrix Cola,1,0.55,Manager,101796,39,09-06-2025 21:29,1,Take Away
Water,1,0.55,Manager,101797,40,09-06-2025 21:34,1,Take Away
Matrix Cola,1,0.55,Manager,101798,41,09-06-2025 21:54,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,101798,41,09-06-2025 21:54,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,101798,41,09-06-2025 21:54,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Manager,101799,42,09-06-2025 21:57,1,Take Away
CRISPY CREAM 18CM,1,4,Manager,101800,43,09-06-2025 21:58,1,Take Away
"CHEESE WHIZ,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"MAYONNAISE,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
HOTDOG HOAGIES,1,3.5,Manager,101801,44,09-06-2025 22:08,1,Take Away
"MOZZARELA,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
HOTDOG HOAGIES,1,3.5,Manager,101801,44,09-06-2025 22:08,1,Take Away
"DILL PICKELS,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"POTATO CHIPS,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"CHEESE WHIZ,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"DILL PICKELS,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"MAYONNAISE,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"KETCHUP,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"KETCHUP,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"KETCHUP,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"MAYONNAISE,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
"POTATO CHIPS,",1,0.25,Manager,101801,44,09-06-2025 22:08,1,Take Away
HOTDOG HOAGIES,1,3.5,Manager,101801,44,09-06-2025 22:08,1,Take Away
Matrix Sprite,1,0.55,Manager,101802,45,09-06-2025 22:15,1,Take Away
Water,1,0.55,Manager,101803,46,09-06-2025 22:17,1,Take Away
Water,1,0.55,Manager,101803,46,09-06-2025 22:17,1,Take Away
Water,1,0.55,Manager,101803,46,09-06-2025 22:17,1,Take Away
French fries Meal,1,1.25,Manager,101804,47,09-06-2025 22:24,1,Take Away
French fries Meal,1,1.25,Manager,101804,47,09-06-2025 22:23,1,Take Away
French fries Meal,1,1.25,Manager,101804,47,09-06-2025 22:23,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101804,47,09-06-2025 22:23,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101804,47,09-06-2025 22:23,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,101804,47,09-06-2025 22:24,1,Take Away
Mixed Fries Platter,1,3,Manager,101805,48,09-06-2025 23:21,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,101805,48,09-06-2025 23:21,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,101806,1,10-06-2025 12:09,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,101806,1,10-06-2025 12:09,1,Take Away
Water,1,0.55,Cashier,101807,2,10-06-2025 12:26,1,Take Away
Water,1,0.55,Cashier,101808,3,10-06-2025 12:27,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Water,1,0.55,Cashier,101809,4,10-06-2025 12:41,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101810,5,10-06-2025 12:58,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,101810,5,10-06-2025 12:58,1,Take Away
Hotdog Fried Platter,1,3,Cashier,101811,6,10-06-2025 13:06,1,Take Away
Matrix Cola,1,0.55,Cashier,101811,6,10-06-2025 13:06,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,101811,6,10-06-2025 13:06,1,Take Away
French fries Meal,1,1.25,Cashier,101812,7,10-06-2025 14:07,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101812,7,10-06-2025 14:07,1,Take Away
Chicken Nuggets,1,3.5,Cashier,101812,7,10-06-2025 14:07,1,Take Away
Chicken Nuggets,1,3.5,Cashier,101812,7,10-06-2025 14:07,1,Take Away
Chicken Nuggets,1,3.5,Cashier,101812,7,10-06-2025 14:07,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,101812,7,10-06-2025 14:07,1,Take Away
Cheeseburger,1,3.5,Cashier,101812,7,10-06-2025 14:07,1,Take Away
Chicken Nuggets,1,3.5,Cashier,101812,7,10-06-2025 14:07,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,101813,8,10-06-2025 14:28,1,Take Away
French fries Meal,1,1.25,Cashier,101813,8,10-06-2025 14:28,1,Take Away
Matrix Cola,1,0.55,Cashier,101814,9,10-06-2025 14:33,1,Take Away
Water,1,0.55,Cashier,101815,10,10-06-2025 14:44,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101816,11,10-06-2025 15:05,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,101816,11,10-06-2025 15:05,1,Take Away
Wedges Meal,1,1.5,Cashier,101816,11,10-06-2025 15:05,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,101816,11,10-06-2025 15:05,1,Take Away
French fries Meal,1,1.25,Cashier,101816,11,10-06-2025 15:05,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101816,11,10-06-2025 15:05,1,Take Away
Chicken Salad,1,4.5,Cashier,101817,12,10-06-2025 15:47,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,101818,13,10-06-2025 16:13,1,Take Away
French fries Meal,1,1.25,Cashier,101818,13,10-06-2025 16:13,1,Take Away
Curly Fries Meal,1,1.5,Cashier,101819,14,10-06-2025 16:43,1,Take Away
Water,1,0.55,Cashier,101819,14,10-06-2025 16:43,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,101819,14,10-06-2025 16:43,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,101819,14,10-06-2025 16:43,1,Take Away
French fries Meal,1,1.25,Cashier,101820,16,10-06-2025 17:17,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,101820,16,10-06-2025 17:17,1,Take Away
Honey Mustard,1,0.25,Cashier,101820,16,10-06-2025 17:17,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,101820,16,10-06-2025 17:17,1,Take Away
French fries Meal,1,1.25,Cashier,101820,16,10-06-2025 17:17,1,Take Away
Cheese Whiz,1,0.25,Cashier,101820,16,10-06-2025 17:17,1,Take Away
French Fries CHIPS,1,1,Cashier,101821,17,10-06-2025 17:40,1,Take Away
Water,1,0.55,Cashier,101822,18,10-06-2025 17:47,1,Take Away
