0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1 Smashed Double Burger (150g) [1 Buffalo Sauce,1  Matrix Cola  250 Ml,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,
2 El Classico (18 Cm) [1 Cheese Whiz],1 Chicken Strips [1 Buffalo Sauce,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Chipotle Mayo,1 Sweet BBQ,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],2 Mushrooms (18 Cm) [1 Cheese Whiz,1 French Fries ],1 Smashed Double Burger (150g) [1 Buffalo Sauce],3 Smashed Double Burger (150g) [1 Honey Mustard],,,,,,,,,,,,
1 Cheesy Fries,1 Mac and Cheese,1 Hot Dog [1 Cheese Whiz,1  Matrix Orange 250 Ml ],,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 French Fries,2 Chipotle Mayo,,,,,,,,,,,,,,,,
1 Chicken Strips [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Chipotle Mayo,1 Cheese Whiz,1 Onion Rings,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 Mozarella Sticks],1 Sweet BBQ,,,,,,,,,,,,,,,
1 Chipotle Mayo,,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],1 Chicken Strips [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Orange 250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Cheesy Fest (150g) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,,
1 Smashed Double Burger (150g) [1 Cheese Whiz],1 French Fries,2 Chipotle Mayo,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Homemade Nuggets  [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz,1 French Fries ],1 Mac and Cheese,,,,,,,,,,,,,,,,
1 Chicken Strips [1 Cheese Whiz,1 Onion Rings],,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Cheesy Fajita (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,
1 Homemade Nuggets  [1 Sweet BBQ],,,,,,,,,,,,,,,,,,
1 Hotdog fries platter,1 Buffalo Sauce,1 Chipotle Mayo,1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Crispy Lava (18 Cm) [1 Buffalo Sauce],1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,
1 Combo 3 [1 Classic Steak,1 Philly Steak,1 Steak Sweet BBQ,1 Philly Steak,1 Matrix Cola,1 Matrix Sprite,1 Matrix Sprite,1 Matrix Sprite],,,,,,,,,,,
1 Hoagies Fried Platter,1 Matrix Cola  250 Ml,1 Cheesy Fajita (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Buffalo Sauce],1 Sweet BBQ,,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],1 Cheesy Fajita (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,
1 Magic Mushrooms (150g) [1 Honey Mustard],1 Smashed Double Burger (150g) [1 Sweet BBQ],1 Smashed Double Burger (150g) [1 Honey Mustard,1 Onion Rings,1 French Fries ],,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Honey Mustard],2 Da Philly (18 Cm) [1 Honey Mustard],1 Smashed Double Burger (150g) [1 Honey Mustard],1 Hoagies Fried Platter,,,,,,,,,,,,,,,
1 Matrix Fanta,1 Da Philly (18 Cm) [1 Honey Mustard,1 French Fries ],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Crispy Lava (18 Cm) [1 Buffalo Sauce],1 Chicken Strips [1 Honey Mustard],3 French Fries,1 Cheesy Fajita (18 Cm) [1 Buffalo Sauce],1 Mozzarella Sticks,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce],1 Hoagies Fried Platter,1 Hot Dog [1 Cheese Whiz],1 Mushrooms (23 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Cheesy Fajita (26 Cm)     [1 Sweet BBQ,1  Matrix Cola  250 Ml,1 Mozarella Sticks],,,,,,,,,,,,,,
2 Crispy Lava (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,,
2 Steak Salad,1 French Fries,,,,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Crispy Lava (18 Cm) [1 Honey Mustard,1 Matrix Up 250 Ml ],1 Matrix Sprite,,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mac and Cheese,1 Cheese Whiz,2 Matrix Cola  250 Ml,1 El Classico (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,
1 Mac and Cheese,1 Da Philly (18 Cm) [1 Cheese Whiz],1 Onion Rings,1 Chipotle Mayo,1 French Fries,,,,,,,,,,,,,,
3 Mac and Cheese,,,,,,,,,,,,,,,,,,
1 Chicken Wings [1 12 Wings],1 Da Philly (23 Cm) [1 Buffalo Sauce,1 French Fries ],,,,,,,,,,,,,,,,
1 Mushroom Chicken (18 Cm),1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Combo 1  [1 Philly Steak,1 Mushroom Steak,1 Matrix Cola,1 Matrix Cola],1 Cheesy Fries,,,,,,,,,,,,,,
2 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],1 Da Philly (23 Cm) [1 Cheese Whiz],1 Cheesy Fries,,,,,,,,,,,,,,,,
2 Steak Salad,,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks,1 French Fries ],1 Da Philly (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,
1 Steak Salad,1 Da Philly (23 Cm) [1 Cheese Whiz,1 French Fries ],1 Crispy Cream (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Da Philly (18 Cm) [1 Honey Mustard],1 Mac and Cheese,,,,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Buffalo Sauce,1 Mozarella Sticks],1 Mushrooms (18 Cm) [1 Honey Mustard,1 French Fries ],1 The Single Smashed Cheese Burger (75 G) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 French Fries,1 Sweet BBQ,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz],1 Steak Salad,1 El Classico (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Combo 1  [1 Mushroom Steak,1 Mushroom Steak,1 Matrix Fanta,1 Matrix Cola],,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard,1 French Fries ],,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard],1 French Fries,,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Onion Rings],1 Onion Rings,1 Mozzarella Sticks,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard,1 French Fries ],1 Chipotle Mayo,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Da Philly (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Sweet BBQ],1 Matrix Sprite,1 French Fries,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks,1 French Fries ],1 Mushrooms (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard],1 El Classico (18 Cm) [1 Buffalo Sauce],1 Cheesy Fries,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard],1 Da Philly (23 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 Combo 1  [1 Philly Steak,1 Crispy Lava Chicken,1 Matrix Cola,1 Matrix Sprite],1 Chipotle Mayo,1 Honey Mustard,1 Cheese Whiz,,,,,,,,,,,,
1 Combo 3 [1 Classic Steak,1 Cheesy Fajita Chicken,1 Crispy Lava Chicken,1 Mushroom Steak,1 Matrix Cola,1 Matrix Cola,1 Matrix Sprite,1 Matrix Fanta],1 Hot Dog [1 Cheese Whiz],,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Smashed Double Burger (150g) [1 Cheese Whiz],,,,,,,,,,,,,,,
4 Mushrooms (23 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Mushrooms (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Mozarella Sticks],1 Crispy Cream (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Crispy Cream (26 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Crispy Cream (26 Cm) [1 Honey Mustard],1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 Mozarella Sticks],,
1 Smashed Double Burger (150g) [1 Sweet BBQ,1 Matrix Up 250 Ml,1 Frensh Fries ],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 El Classico (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Cheese Whiz],1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Cheesy Fries,1 Mac and Cheese,1 French Fries,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 El Classico (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 French Fries,,,,,,,,,,,,,,,,,
2 Crispy Cream (26 Cm) [1 Cheese Whiz],1 El Classico (18 Cm) [1 Honey Mustard],1 Da Philly (18 Cm) [1 Honey Mustard],1 Mac and Cheese,,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Da Philly (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Honey Mustard,1 Frensh Fries ],1 Chipotle Mayo,,,,,,,,,,,,,,,,
3 Mushrooms (26 Cm) [1 Cheese Whiz],1 Mushrooms (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 El Classico (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
2 Mac and Cheese,2 Chicken Strips [1 Honey Mustard],1 Hoagies Fried Platter,1 Hotdog fries platter,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Italiano (26 Cm) [1 Honey Mustard],1 Crispy Cream (26 Cm) [1 Honey Mustard],1 Crispy Lava (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Cheesy Fajita (26 Cm)     [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Matrix Fanta,1 Cheesy Fries,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (26 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
2 Da Philly (26 Cm) [1 Sweet BBQ],1 Mushrooms (26 Cm) [1 Sweet BBQ],2 Chicken Strips [1 Sweet BBQ],1 French Fries,,,,,,,,,,,,,,,
2 Cheesy Fajita (26 Cm)     [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Sweet BBQ],2 French Fries,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Sweet BBQ],1 El Classico (26 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,1 French Fries,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz,1 French Fries ],1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz,1 Mozarella Sticks],,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Buffalo Sauce],1 Steak Salad,1 French Fries,1 Sweet BBQ,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mac and Cheese,1 Da Philly (18 Cm) [1 Sweet BBQ],1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Mushrooms (18 Cm) [1 Honey Mustard],1 Matrix Cola  250 Ml,1 Matrix Sprite,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mushrooms (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mozzarella Sticks,1 Mac and Cheese,1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Homemade Nuggets  [1 Buffalo Sauce],1 Crispy Cream (26 Cm) [1 Cheese Whiz],2 Crispy Lava (18 Cm) [1 Cheese Whiz],1 Magic Mushrooms (150g) [1 Buffalo Sauce],1 El Classico (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Chicken Strips [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Buffalo Sauce],1 Cheesy Fajita (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
2 Mushrooms (26 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 French Fries ],2 Da Philly (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Crispy Cream (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 French Fries ],,,,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Buffalo Sauce],1 Chicken Strips [1 Honey Mustard],1 Cheesy Fajita (26 Cm)     [1 Honey Mustard],1 Matrix Sprite,,,,,,,,,,,,,
1 Combo 2 [1 Classic Steak,1 Crispy Cream Chicken,1 Strips,1 Cheese Whiz,1 Matrix Sprite,1 Matrix Sprite],2 Mac and Cheese,1 Chicken Wings [1 8 Wings ],1 Chipotle Mayo,1 Honey Mustard,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Cheesy Fajita (26 Cm)     [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Buffalo Sauce,1 French Fries ],,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz],1 French Fries,,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Buffalo Sauce,1 French Fries ],,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml ],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,2 Honey Mustard,,,,,,,,,,,,,,
1 Combo 2 [1 Classic Steak,1 Philly Steak,1 Strips,1 Sweet BBQ,1 Matrix Sprite,1 Matrix Sprite],,,,,,,,,,,,,
1 Loaded Fries,1 Hoagies Fried Platter,1 Cheesy Fest (150g) [1 Cheese Whiz,1 French Fries ],,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Da Philly (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Honey Mustard],1 French Fries,1 Matrix Sprite,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1 French Fries ],1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz,1 Mozarella Sticks],,,,,,,,,,,,,,,,,
1 Mushroom Chicken (26 Cm) [1 Cheese Whiz,1 French Fries ],1 El Classico (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz],1 Italiano (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce],1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Sweet BBQ],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz,1 French Fries ],,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 French Fries ],1 Drinking water,1 Cheesy Fries,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz],1 El Classico (26 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Sweet BBQ],1 Cheesy Fajita (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1 French Fries ],1 Crispy Cream (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],1 Cheese Whiz,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Loaded Fries,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,1 Loaded Fries,1 Cheese Whiz,1 Matrix Sprite,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],1 Crispy Lava (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Combo 1  [1 Cheesy Fajita Chicken,1 Classic Steak,1 Matrix Cola,1 Matrix Fanta],,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free   [1 Sweet BBQ,1  Matrix Orange 250 Ml,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,2 French Fries,1 Matrix Sprite,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,
1 Da Philly (18 Cm),,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm),1 French Fries,1 Loaded Fries,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Buy Mac and Cheese and get one free,1 French Fries,2 Matrix Cola  250 Ml,,,,,,,,,,,,,,,
1 Buy Mac and Cheese and get one free,,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm),2 French Fries,,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Buy Mac and Cheese and get one free,,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,,,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Buy Mac and Cheese and get one free,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm),1 Cheese Whiz,1 Hoagies Fried Platter,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Chipotle Mayo,,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Matrix Sprite,,,,,,,,,,,,,,,,,
1 Buy Crispy Cream (18 Cm) sandwich and get one free,1 Cheese Whiz,,,,,,,,,,,,,,,,,
1 Buy Mac and Cheese and get one free,1 Da Philly (18 Cm),1 Buy Crispy Cream (18 Cm) sandwich and get one free,,,,,,,,,,,,,,,,
1 Mac and Cheese,2 Crispy Cream (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Combo 1  [1 Cheesy Fajita Chicken,1 Philly Steak,1 Matrix Cola,1 Matrix Sprite],,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce,1 Onion Rings,1 French Fries ],,,,,,,,,,,,,,,,
1 Buy Mac and Cheese and get one free,1 Combo 3 [1 Crispy Lava Chicken,1 Cheesy Fajita Chicken,1 Cheesy Fajita Chicken,1 Crispy Cream Chicken,1 Matrix Cola,1 Matrix Cola,1 Matrix Cola,1 Matrix Sprite],,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz,1 French Fries ],1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm),,,,,,,,,,,,,,,
1 Buy Mac and Cheese and get one free,1 Matrix Fanta,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm),1 Cheesy Fajita (18 Cm),,,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml ],1 Mushrooms (18 Cm) [1 Cheese Whiz],1 El Classico (18 Cm) [1 Cheese Whiz],1 Mozzarella Sticks,1 Hoagies Fried Platter,,,,,,,,,,,,,
1 Cheesy Fest (150g) [1 Sweet BBQ],,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
1 French Fries,1 Da Philly (26 Cm) [1 Cheese Whiz],1 Matrix Fanta,,,,,,,,,,,,,,,,
1 Mozzarella Sticks,1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Crispy Cream (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 The Single Smashed Cheese Burger (75 G) [1 Buffalo Sauce],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Sweet BBQ],2 Cheesy Fries,1 Chicken Salad,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Crispy Lava (18 Cm) [1 Honey Mustard],1 Crispy Cream (18 Cm) [1 Honey Mustard,1 Matrix Up 250 Ml,1 Onion Rings,1 French Fries ],1 Cheesy Fries,,,,,,,,,,,
1 Cheesy Fries,1 Mushrooms (26 Cm) [1 Cheese Whiz,1 Mozarella Sticks],,,,,,,,,,,,,,,,
1 Magic Mushrooms (150g) [1 Honey Mustard],1 Fire In The Hole (150g) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,
1 Mushroom Chicken (18 Cm),1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Cheesy Fries,1 Mushroom Chicken (18 Cm),1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],1 Cheese Whiz,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Cheesy Fries,,,,,,,,,,,,,,,
2 Crispy Cream (18 Cm) [1 Honey Mustard],1 Mac and Cheese,1 Shawarma's Steakstack (26 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mac and Cheese,1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz],1 Cheese Whiz,1 Cheesy Fries,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Mozzarella Sticks,1 Cheesy Fries,,,,,,,,,,,,,,,,
1 Mushroom Chicken (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Buffalo Sauce,1  Matrix Cola  250 Ml,1 French Fries ],1 Mac and Cheese,1 Sweet BBQ (26 cm) [1 Sweet BBQ,1  Matrix Orange 250 Ml ],,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,,
5 Drinking water,1 Da Philly (18 Cm) [1 Cheese Whiz],1 Cheesy Fest (150g) [1 Cheese Whiz],1 Hoagies Fried Platter,,,,,,,,,,,,,,,
1 Mozzarella Sticks,,,,,,,,,,,,,,,,,,
2 Smashed Double Burger (150g) [1 Honey Mustard],1 Combo 2 [1 Philly Steak,1 Crispy Lava Chicken,1 Strips,1 Buffalo Sauce,1 Matrix Cola,1 Matrix Sprite],,,,,,,,,,,,
1 El Classico (26 Cm) [1 Sweet BBQ],1 El Classico (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Chicken Salad,1 Chicken Wings [1 5 Wings ],1 El Classico (26 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,
